,Unnamed: 0,flow ID, source IP, destination IP, source port, destination port, protocol, date, duration, TotalFwdPkts, TotalBwdPkts, TotLenfwdDL, TotLenfwdTR, TotLenfwdAPP, TotLenbwdDL, TotLenbwdTR, TotLenbwdAPP, DLfwdPktLenMAX, DLfwdPktLenMIN, DLfwdPktLenMEAN, DLfwdPktLenSTD, TRfwdPktLenMAX, TRfwdPktLenMIN, TRfwdPktLenMEAN, TRfwdPktLenSTD, APPfwdPktLenMAX, APPfwdPktLenMIN, APPfwdPktLenMEAN, APPfwdPktLenSTD, DLbwdPktLenMAX, DLbwdPktLenMIN, DLbwdPktLenMEAN, DLbwdPktLenSTD, TRbwdPktLenMAX, TRbwdPktLenMIN, TRbwdPktLenMEAN, TRbwdPktLenSTD, APPbwdPktLenMAX, APPbwdPktLenMIN, APPbwdPktLenMEAN, APPbwdPktLenSTD, DLflowBytes/sec, TRflowBytes/sec, APPflowBytes/sec, FlowPkts/sec, FlowIAT_MEAN, FlowIAT_STD, FlowIAT_MAX, FlowIAT_MIN, TotalFwdIAT, fwdIAT_MEAN, fwdIAT_STD, fwdIAT_MAX, fwdIAT_MIN, TotalBwdIAT, bwdIAT_MEAN, bwdIAT_STD, bwdIAT_MAX, bwdIAT_MIN, DLfwdHdrLen, TRfwdHdrLen, APPfwdHdrLen, DLbwdHdrLen, TRbwdHdrLen, APPbwdHdrLen, fwdPkts/sec, bwdPkts/sec, DLpktLenMEAN, DLpktLenMIN, DLpktLenMAX, DLpktLenSTD, DLpktLenVAR, TRpktLenMEAN, TRpktLenMIN, TRpktLenMAX, TRpktLenSTD, TRpktLenVAR, APPpktLenMEAN, APPpktLenMIN, APPpktLenMAX, APPpktLenSTD, APPpktLenVAR, ActiveMEAN, ActiveSTD, ActiveMAX, ActiveMIN, IdleMEAN, IdleSTD, IdleMAX, IdleMIN, frameSrc, frameDst, TotPktsInFlow, firstPacketDIR, mostCommonREQ_FUNC_CODE, mostCommonRESP_FUNC_CODE, corruptConfigFragments, deviceTroubleFragments, deviceRestartFragments, pktsFromMASTER, pktsFromSLAVE, Label
2714,794,192.168.1.1-192.168.1.7-43417-20001,192.168.1.1,192.168.1.7,43417,20001,6, 15/05/2020  02:48:06 ,118059485,65,67,556,491,361,1357,1290,1022,17,8,8.553846154,1.976666775,16,7,7.553846154,1.976666775,14,5,5.553846154,1.976666775,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,16.20369596,15.08561553,11.71443362,1.118080432,901217.4427,989291.0296,2000840,566,118058429,1844662.953,508301.9659,2001731,5321,118058650,1788767.424,590323.0056,2001626,5093,650,65,130,670,67,268,0.55056991,0.567510522,14.49242424,7,282,39.2067326,1537.167881,13.49242424,6,281,39.2067326,1537.167881,10.47727273,2,277,39.069026,1526.388793,0,0,0,0,0,0,0,0,2,15,132,MASTER,1,129,0,0,0,65,67,DISABLE_UNSOLICITED
2066,146,192.168.1.1-192.168.1.9-49367-20001,192.168.1.1,192.168.1.9,49367,20001,6, 15/05/2020  00:06:01 ,118057735,65,67,556,491,361,1357,1290,1022,17,8,8.553846154,1.976666775,16,7,7.553846154,1.976666775,14,5,5.553846154,1.976666775,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,16.20393615,15.08583914,11.71460726,1.118097006,901204.084,965149.9141,2000428,375,118057040,1844641.25,396515.53,2001171,229171,118057010,1788742.576,503870.0867,2001571,375,650,65,130,670,67,268,0.550578071,0.567518935,14.49242424,7,282,39.2067326,1537.167881,13.49242424,6,281,39.2067326,1537.167881,10.47727273,2,277,39.069026,1526.388793,0,0,0,0,0,0,0,0,2,17,132,MASTER,1,129,0,0,0,65,67,DISABLE_UNSOLICITED
692,23,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  19:25:00 ,117778536,7,12,83,76,62,2321,2309,2261,17,8,11.85714286,4.810702354,16,7,10.85714286,4.810702354,14,5,8.857142857,4.810702354,282,7,193.4166667,99.9776869,281,6,192.4166667,99.9776869,277,2,188.4166667,99.9776869,20.41118935,20.24986964,19.72345793,0.161319716,6543252,12430776.63,43790040,240,117777797,19629632.83,18638552.83,43790040,1052148,117778296,10707117.82,15235223.32,45713088,290,70,7,14,120,12,48,0.05943358,0.101886137,126.5263158,7,282,119.2161289,14212.48538,125.5263158,6,281,119.2161289,14212.48538,122.2631579,2,277,118.4698002,14035.09357,515070.8,833870.8483,1922861,240,22830059,14021795.01,43790040,8270574,1,12,19,MASTER,1,129,0,0,0,7,12,REPLAY
1865,195,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  14:34:34 ,118409733,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.62371566,14.55961395,11.3504183,1.064101715,947277.864,992181.1038,2070040,175,118409504,1941139.41,272481.0253,2070408,490001,118409490,1879515.714,435302.2526,2070230,358,620,62,124,640,64,256,0.523605606,0.540496109,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,4,13,126,MASTER,1,129,0,0,0,62,64,STOP_APP
31056,410,192.168.1.5-192.168.1.2-20000-34542,192.168.1.5,192.168.1.2,20000,34542,6, 16/05/2020  16:11:12 ,27840139,17,16,563,546,478,134,118,86,282,7,33.11764706,76.07141575,281,6,32.11764706,76.07141575,277,2,28.11764706,76.07141575,17,5,8.375,2.418677324,16,4,7.375,2.418677324,14,2,5.375,2.418677324,25.03579454,23.85045563,20.25851954,1.185338909,870004.3438,999412.1988,2000901,225,27840139,1740008.688,671583.748,2001332,613,27838954,1855930.267,502772.7122,2001205,46036,170,17,68,160,16,32,0.610629135,0.574709774,21.12121212,5,282,55.26173946,3053.859848,20.12121212,4,281,55.26173946,3053.859848,17.09090909,2,277,55.03996482,3029.397727,0,0,0,0,0,0,0,0,13,1,33,OUTSTATION,1,129,0,0,0,16,17,NORMAL
25850,416,192.168.1.12-192.168.1.5-39264-20000,192.168.1.12,192.168.1.5,39264,20000,6, 16/05/2020  17:41:58 ,242,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,4161157.025,4152892.562,4128099.174,8264.46281,242,-1,242,242,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,4132.231405,4132.231405,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_ENUMERATE
27654,3,192.168.1.3-192.168.1.1-20000-37780,192.168.1.3,192.168.1.1,20000,37780,6, 16/05/2020  14:46:24 ,163,1,1,7,6,2,1000,999,997,7,7,7,-1,6,6,6,-1,2,2,2,-1,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,6177914.11,6165644.172,6128834.356,12269.93865,163,-1,163,163,0,0,0,0,0,0,0,0,0,0,10,1,4,10,1,2,6134.969325,6134.969325,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,11,1,2,OUTSTATION,5,130,0,0,0,1,1,DNP3_ENUMERATE
4560,720,192.168.1.12-192.168.1.4-53174-20003,192.168.1.12,192.168.1.4,53174,20003,6, 15/05/2020  02:30:05 ,118057757,65,67,556,491,361,1357,1290,1022,17,8,8.553846154,1.976666775,16,7,7.553846154,1.976666775,14,5,5.553846154,1.976666775,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,16.20393313,15.08583633,11.71460508,1.118096797,901204.2519,965562.0522,2001614,399,118056973,1844640.203,398029.0901,2002221,431059,118057070,1788743.485,505049.7679,2002175,399,650,65,130,670,67,268,0.550577968,0.567518829,14.49242424,7,282,39.2067326,1537.167881,13.49242424,6,281,39.2067326,1537.167881,10.47727273,2,277,39.069026,1526.388793,0,0,0,0,0,0,0,0,4,12,132,MASTER,1,129,0,0,0,65,67,DISABLE_UNSOLICITED
34045,581,192.168.1.4-192.168.1.2-20000-51890,192.168.1.4,192.168.1.2,20000,51890,6, 16/05/2020  20:28:05 ,20923314,12,12,84,72,24,93,81,57,7,7,7,0,6,6,6,0,2,2,2,0,8,5,7.75,0.866025404,7,4,6.75,0.866025404,5,2,4.75,0.866025404,8.45946297,7.312417144,3.871279664,1.147045826,909709.3043,995492.4346,2000389,225,20923314,1902119.455,327853.1749,2001166,913605,20922226,1902020.545,328419.4076,2001600,911799,120,12,48,120,12,24,0.573522913,0.573522913,7.375,5,8,0.710939366,0.505434783,6.375,4,7,0.710939366,0.505434783,3.375,2,5,1.526932133,2.331521739,0,0,0,0,0,0,0,0,12,1,24,OUTSTATION,1,129,0,0,0,12,12,NORMAL
30799,941,192.168.1.5-192.168.1.12-20000-39448,192.168.1.5,192.168.1.12,20000,39448,6, 16/05/2020  18:01:59 ,99,1,1,7,6,2,1000,999,997,7,7,7,-1,6,6,6,-1,2,2,2,-1,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,10171717.17,10151515.15,10090909.09,20202.0202,99,-1,99,99,0,0,0,0,0,0,0,0,0,0,10,1,4,10,1,2,10101.0101,10101.0101,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,13,1,2,OUTSTATION,5,130,0,0,0,1,1,DNP3_ENUMERATE
529,39,192.168.1.1-192.168.1.3-53048-20001,192.168.1.1,192.168.1.3,53048,20001,6, 19/05/2020  12:38:09 ,118264870,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.6428532,14.57744806,11.36432146,1.065405137,946118.96,992410.5149,2204301,259,118264088,1938755.541,286130.1324,2204785,461063,118264093,1877207.825,443361.9777,2204962,259,620,62,124,640,64,256,0.524246972,0.541158165,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,2,11,126,MASTER,1,129,0,0,0,62,64,STOP_APP
141,32,192.168.1.2-192.168.1.5-51789-20000,192.168.1.2,192.168.1.5,51789,20000,6, 18/05/2020  19:48:41 ,86738755,4,0,41,37,29,0,0,0,17,8,10.25,4.5,16,7,9.25,4.5,14,5,7.25,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0.47268375,0.426568262,0.334337287,0.046115488,28912918.33,14556615.4,42000160,13234850,86738755,28912918.33,14556615.4,42000160,13234850,0,0,0,0,0,40,4,8,0,0,0,0.046115488,0,10.25,8,17,4.5,20.25,9.25,7,16,4.5,20.25,7.25,5,14,4.5,20.25,0,0,0,0,28912918.33,14556615.4,42000160,13234850,1,13,4,MASTER,1,0,0,0,0,4,0,REPLAY
1665,233,192.168.1.11-192.168.1.4-60411-20002,192.168.1.11,192.168.1.4,60411,20002,6, 19/05/2020  15:12:53 ,118580217,63,64,522,459,333,1336,1272,1016,17,8,8.285714286,1.590582886,16,7,7.285714286,1.590582886,14,5,5.285714286,1.590582886,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.66871816,14.59771321,11.37626523,1.071004955,941112.8333,988502.6439,2074530,196,118579867,1912578.5,339268.2876,2074782,169958,118579777,1882218.683,427131.1714,2206210,313,630,63,126,640,64,256,0.531285923,0.539719033,14.62992126,7,282,39.96423066,1597.139733,13.62992126,6,281,39.96423066,1597.139733,10.62204724,2,277,39.81782506,1585.459193,0,0,0,0,0,0,0,0,3,12,127,MASTER,1,129,0,0,0,63,64,STOP_APP
40404,94,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  21:59:41 ,87985433,3,5,33,30,24,1029,1024,1004,17,8,11,5.196152423,16,7,10,5.196152423,14,5,8,5.196152423,282,7,205.8,120.2380971,281,6,204.8,120.2380971,277,2,200.8,120.2380971,12.07017984,11.9792557,11.68375224,0.090924142,12569347.57,22623708.52,62000066,6084,69025689,34512844.5,38872801.44,62000066,7025623,16951871,4237967.75,8320096.402,16717388,6084,30,3,6,50,5,20,0.034096553,0.056827589,132.75,7,282,135.7695,18433.35714,131.75,6,281,135.7695,18433.35714,128.5,2,277,135.0026455,18225.71429,669291,1159246.017,2007873,0,28581025.67,29344620.8,62000066,7025623,1,11,8,MASTER,1,129,0,0,0,3,5,REPLAY
34560,757,192.168.1.1-192.168.1.3-40796-20000,192.168.1.1,192.168.1.3,40796,20000,6, 16/05/2020  21:46:28 ,13,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,77461538.46,77307692.31,76846153.85,153846.1538,13,-1,13,13,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,76923.07692,76923.07692,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
28171,527,192.168.1.3-192.168.1.1-20000-38816,192.168.1.3,192.168.1.1,20000,38816,6, 16/05/2020  16:37:34 ,176,1,1,7,6,2,1000,999,997,7,7,7,-1,6,6,6,-1,2,2,2,-1,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,5721590.909,5710227.273,5676136.364,11363.63636,176,-1,176,176,0,0,0,0,0,0,0,0,0,0,10,1,4,10,1,2,5681.818182,5681.818182,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,11,1,2,OUTSTATION,5,130,0,0,0,1,1,DNP3_ENUMERATE
13281,872,192.168.1.12-192.168.1.4-56526-20003,192.168.1.12,192.168.1.4,56526,20003,6, 15/05/2020  21:58:07 ,118388003,67,69,539,472,338,1371,1302,1026,17,5,8.044776119,1.770403445,16,4,7.044776119,1.770403445,14,2,5.044776119,1.770403445,282,7,19.86956522,53.81665854,281,6,18.86956522,53.81665854,277,2,14.86956522,53.81665854,16.13339149,14.98462644,11.52143769,1.148765048,876948.1704,969703.2415,2000895,409,118387199,1793745.439,523379.6657,2001521,36735,118387321,1740990.015,597189.8684,2001696,409,670,67,134,690,69,276,0.565935722,0.582829326,14.04411765,5,282,38.6727711,1495.583224,13.04411765,4,281,38.6727711,1495.583224,10.02941176,2,277,38.53155343,1484.68061,0,0,0,0,0,0,0,0,4,12,136,MASTER,1,129,0,0,0,67,69,COLD_RESTART
25011,142,192.168.1.11-192.168.1.4-36878-20000,192.168.1.11,192.168.1.4,36878,20000,6, 16/05/2020  15:45:51 ,159,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,6333333.333,6320754.717,6283018.868,12578.61635,159,-1,159,159,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,6289.308176,6289.308176,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_ENUMERATE
23151,281,192.168.1.12-192.168.1.10-48221-20003,192.168.1.12,192.168.1.10,48221,20003,6, 16/05/2020  01:30:04 ,118058367,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07679361,14.94176182,11.51972566,1.135031793,887656.8947,994101.4967,2001139,220,118057991,1816276.785,573379.372,2001491,10761,118057970,1762059.254,643135.0444,2001966,517,660,66,132,680,68,272,0.55904551,0.575986283,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,4,18,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
24868,560,192.168.1.1-192.168.1.3-40010-20000,192.168.1.1,192.168.1.3,40010,20000,6, 16/05/2020  18:44:42 ,162,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,6216049.383,6203703.704,6166666.667,12345.67901,162,-1,162,162,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,6172.839506,6172.839506,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_ENUMERATE
31261,164,192.168.1.11-192.168.1.4-38922-20000,192.168.1.11,192.168.1.4,38922,20000,6, 16/05/2020  20:15:56 ,297,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,3390572.391,3383838.384,3363636.364,6734.006734,297,-1,297,297,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,3367.003367,3367.003367,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
7132,458,192.168.1.12-192.168.1.5-34359-20003,192.168.1.12,192.168.1.5,34359,20003,6, 15/05/2020  03:18:09 ,118057808,66,68,570,504,372,1364,1296,1024,17,8,8.636363636,2.072800882,16,7,7.636363636,2.072800882,14,5,5.636363636,2.072800882,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.38180509,15.24676792,11.82471557,1.135037168,887652.6917,987507.5566,2001638,134,118057575,1816270.385,549406.126,2002025,5543,118057407,1762050.851,622385.6088,2001937,386,660,66,132,680,68,272,0.559048157,0.57598901,14.43283582,7,282,38.91622925,1514.472899,13.43283582,6,281,38.91622925,1514.472899,10.41791045,2,277,38.78110898,1503.974414,0,0,0,0,0,0,0,0,4,13,134,MASTER,1,129,0,0,0,66,68,DISABLE_UNSOLICITED
739,70,192.168.1.4-192.168.1.2-20000-48948,192.168.1.4,192.168.1.2,20000,48948,6, 18/05/2020  21:05:29 ,106742177,12,6,1860,1848,1800,75,69,57,282,7,155,118.2816362,281,6,154,118.2816362,277,2,150,118.2816362,17,8,12.5,4.929503018,16,7,11.5,4.929503018,14,5,9.5,4.929503018,18.12779217,17.95916154,17.39705946,0.168630625,6278951.588,12164205.04,40942493,165,106742177,9703834.273,14149140.11,40942791,524,106731248,21346249.6,14093604.37,40943574,6064368,120,12,48,60,6,12,0.112420417,0.056210208,107.5,7,282,117.6341537,13837.79412,106.5,6,281,117.6341537,13837.79412,103.1666667,2,277,117.0667231,13704.61765,44410.2,98007.93058,219731,211,20902815.8,14569212.29,40942493,6064157,12,1,18,OUTSTATION,1,129,0,0,0,6,12,REPLAY
31354,257,192.168.1.11-192.168.1.4-39108-20000,192.168.1.11,192.168.1.4,39108,20000,6, 16/05/2020  20:56:14 ,352,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,2860795.455,2855113.636,2838068.182,5681.818182,352,-1,352,352,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,2840.909091,2840.909091,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
576,86,192.168.1.1-192.168.1.3-53048-20001,192.168.1.1,192.168.1.3,53048,20001,6, 19/05/2020  14:12:22 ,118187178,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.65313625,14.58703075,11.37179196,1.066105496,945497.424,998234.9494,2058421,266,118186396,1937481.902,329175.0558,2059241,97964,118186414,1875974.825,471227.9148,2059135,266,620,62,124,640,64,256,0.524591593,0.541513903,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,2,11,126,MASTER,1,129,0,0,0,62,64,STOP_APP
1233,35,192.168.1.1-192.168.1.3-53048-20001,192.168.1.1,192.168.1.3,53048,20001,6, 19/05/2020  11:54:04 ,118321129,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.63541538,14.57051682,11.35891798,1.064898561,946569.032,997152.6688,2073671,177,118320896,1939686.82,312208.3228,2073938,152765,118320869,1878109.032,460293.2889,2073925,240,620,62,124,640,64,256,0.523997705,0.540900856,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,2,11,126,MASTER,1,129,0,0,0,62,64,STOP_APP
4635,795,192.168.1.12-192.168.1.10-42776-20003,192.168.1.12,192.168.1.10,42776,20003,6, 15/05/2020  02:48:06 ,118051929,66,68,570,504,372,1364,1296,1024,17,8,8.636363636,2.072800882,16,7,7.636363636,2.072800882,14,5,5.636363636,2.072800882,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.38262091,15.24752721,11.82530444,1.135093693,887608.4887,977432.8332,2000588,506,118051182,1816172.031,512798.2238,2001459,18967,118051264,1761959.164,591383.99,2001496,506,660,66,132,680,68,272,0.559075998,0.576017695,14.43283582,7,282,38.91622925,1514.472899,13.43283582,6,281,38.91622925,1514.472899,10.41791045,2,277,38.78110898,1503.974414,0,0,0,0,0,0,0,0,4,18,134,MASTER,1,129,0,0,0,66,68,DISABLE_UNSOLICITED
31441,795,192.168.1.5-192.168.1.2-20000-53920,192.168.1.5,192.168.1.2,20000,53920,6, 16/05/2020  17:30:45 ,25055198,14,14,98,84,28,109,95,67,7,7,7,0,6,6,6,0,2,2,2,0,8,5,7.785714286,0.801783726,7,4,6.785714286,0.801783726,5,2,4.785714286,0.801783726,8.261758698,7.14422612,3.791628388,1.117532577,927970.2963,997451.6655,2000890,235,25055198,1927322.923,265554.005,2001255,1043506,25054155,1927242.692,265957.1179,2001185,1042084,140,14,56,140,14,28,0.558766289,0.558766289,7.392857143,5,8,0.685256682,0.46957672,6.392857143,4,7,0.685256682,0.46957672,3.392857143,2,5,1.523623501,2.321428571,0,0,0,0,0,0,0,0,13,1,28,OUTSTATION,1,129,0,0,0,14,14,NORMAL
35766,858,192.168.1.11-192.168.1.4-39452-20000,192.168.1.11,192.168.1.4,39452,20000,6, 16/05/2020  22:09:52 ,227,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,4436123.348,4427312.775,4400881.057,8810.572687,227,-1,227,227,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,4405.286344,4405.286344,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
504,14,192.168.1.1-192.168.1.3-53048-20001,192.168.1.1,192.168.1.3,53048,20001,6, 19/05/2020  11:48:03 ,118354829,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.6309634,14.56636805,11.35568368,1.064595345,946838.632,997248.6236,2071207,330,118354061,1940230.508,314480.6489,2071903,190844,118354001,1878634.937,461758.7068,2071849,330,620,62,124,640,64,256,0.523848503,0.540746842,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,2,11,126,MASTER,1,129,0,0,0,62,64,STOP_APP
20404,398,192.168.1.1-192.168.1.4-46400-20001,192.168.1.1,192.168.1.4,46400,20001,6, 16/05/2020  02:28:07 ,118064254,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07599198,14.94101678,11.51915126,1.134975197,887701.1579,973618.7756,2003388,128,118063935,1816368.231,497536.06,2003613,14655,118064028,1762149.672,576567.0546,2003771,14826,660,66,132,680,68,272,0.559017635,0.575957563,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,2,12,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
27146,471,192.168.1.3-192.168.1.2-20000-49306,192.168.1.3,192.168.1.2,20000,49306,6, 16/05/2020  15:50:41 ,27857498,15,15,105,90,30,117,102,72,7,7,7,0,6,6,6,0,2,2,2,0,8,5,7.8,0.774596669,7,4,6.8,0.774596669,5,2,4.8,0.774596669,7.969129173,6.892219825,3.661491782,1.076909348,960603.3793,1011531.439,2000367,176,27857498,1989821.286,41913.00012,2001390,1844200,27856350,1989739.286,42149.9928,2001135,1843294,150,15,60,150,15,30,0.538454674,0.538454674,7.4,5,8,0.674664668,0.455172414,6.4,4,7,0.674664668,0.455172414,3.4,2,5,1.52224879,2.317241379,0,0,0,0,0,0,0,0,11,1,30,OUTSTATION,1,129,0,0,0,15,15,NORMAL
32034,381,192.168.1.12-192.168.1.5-40646-20000,192.168.1.12,192.168.1.5,40646,20000,6, 16/05/2020  21:50:42 ,380,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,2650000,2644736.842,2628947.368,5263.157895,380,-1,380,380,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,2631.578947,2631.578947,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
31437,791,192.168.1.5-192.168.1.2-20000-43317,192.168.1.5,192.168.1.2,20000,43317,6, 16/05/2020  17:29:59 ,21225620,12,12,84,72,24,93,81,57,7,7,7,0,6,6,6,0,2,2,2,0,8,5,7.75,0.866025404,7,4,6.75,0.866025404,5,2,4.75,0.866025404,8.338979026,7.208270006,3.816142944,1.130709021,922853.0435,998004.4001,2000885,206,21225620,1929601.818,236698.8685,2001208,1215928,21224850,1929531.818,237359.3422,2001928,1213867,120,12,48,120,12,24,0.56535451,0.56535451,7.375,5,8,0.710939366,0.505434783,6.375,4,7,0.710939366,0.505434783,3.375,2,5,1.526932133,2.331521739,0,0,0,0,0,0,0,0,13,1,24,OUTSTATION,1,129,0,0,0,12,12,NORMAL
